"","CRUISE6","STATION","STRATUM","TOW","AVGDEPTH","BEGLAT","BEGLON","ENDLAT","ENDLON","SPECIES","ACTION_NAME","VALUE","ORGANISM_ID"
"34",202002,"0189","01010","002",54,4006.29,7246.89,4007.05,7246.05,"Scomber scombrus (Atlantic mackerel)","Llopiz Request - SNE","Freeze for Llopiz at -80",61058
"35",202002,"0189","01010","002",54,4006.29,7246.89,4007.05,7246.05,"Scomber scombrus (Atlantic mackerel)","Llopiz Request - SNE","Freeze for Llopiz at -80",61060
"36",202002,"0189","01010","002",54,4006.29,7246.89,4007.05,7246.05,"Scomber scombrus (Atlantic mackerel)","Llopiz Request - SNE","Freeze for Llopiz at -80",61061
"37",202104,"0410","01230","006",87,4128.02,6918.69,4127.07,6918.83,"Alosa pseudoharengus (alewife)","Llopiz Request - GB","Freeze for Llopiz at -80",178997
"38",202104,"0407","01250","002",56,4151.97,6951.44,4152.88,6951.65,"Alosa pseudoharengus (alewife)","Llopiz Request - GB","Freeze for Llopiz at -80",177489
"39",202104,"0410","01230","006",87,4128.02,6918.69,4127.07,6918.83,"Alosa pseudoharengus (alewife)","Llopiz Request - GB","Freeze for Llopiz at -80",179003
"40",202104,"0410","01230","006",87,4128.02,6918.69,4127.07,6918.83,"Alosa pseudoharengus (alewife)","Llopiz Request - GB","Freeze for Llopiz at -80",179007
"41",202104,"0409","01230","001",86,4139.77,6937.03,4140.21,6938.18,"Alosa pseudoharengus (alewife)","Llopiz Request - GB","Freeze for Llopiz at -80",178396
"42",202104,"0409","01230","001",86,4139.77,6937.03,4140.21,6938.18,"Alosa pseudoharengus (alewife)","Llopiz Request - GB","Freeze for Llopiz at -80",178400
"43",202104,"0289","01160","009",73,4155.32,6636.26,4156.28,6635.94,"Ammodytes dubius (northern sand lance)","Llopiz Request - GB","Freeze for Llopiz at -80",122178
"44",202104,"0289","01160","009",73,4155.32,6636.26,4156.28,6635.94,"Ammodytes dubius (northern sand lance)","Llopiz Request - GB","Freeze for Llopiz at -80",122175
"45",202104,"0289","01160","009",73,4155.32,6636.26,4156.28,6635.94,"Ammodytes dubius (northern sand lance)","Llopiz Request - GB","Freeze for Llopiz at -80",122182
"46",202104,"0275","01160","012",95,4157.37,6602.14,4157.3,6603.44,"Ammodytes dubius (northern sand lance)","Llopiz Request - GB","Freeze for Llopiz at -80",118053
"47",202104,"0275","01160","012",95,4157.37,6602.14,4157.3,6603.44,"Ammodytes dubius (northern sand lance)","Llopiz Request - GB","Freeze for Llopiz at -80",118054
"48",202104,"0275","01160","012",95,4157.37,6602.14,4157.3,6603.44,"Ammodytes dubius (northern sand lance)","Llopiz Request - GB","Freeze for Llopiz at -80",118056
"49",202104,"0287","01160","013",83,4201.44,6626.66,4201.08,6627.85,"Ammodytes dubius (northern sand lance)","Llopiz Request - GB","Freeze for Llopiz at -80",121522
"50",202104,"0261","01190","006",57,4135.6,6723.43,4134.59,6723.02,"Ammodytes dubius (northern sand lance)","Llopiz Request - GB","Freeze for Llopiz at -80",113231
"51",202104,"0215","01190","004",56,4056.33,6832.62,4055.4,6833.07,"Ammodytes dubius (northern sand lance)","Llopiz Request - GB","Freeze for Llopiz at -80",92531
"52",202104,"0302","01210","001",159,4202.43,6743.47,4202.08,6744.69,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",126283
"53",202104,"0302","01210","001",159,4202.43,6743.47,4202.08,6744.69,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",126284
"54",202104,"0302","01210","001",159,4202.43,6743.47,4202.08,6744.69,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",126285
"55",202104,"0407","01250","002",56,4151.97,6951.44,4152.88,6951.65,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",177446
"56",202104,"0407","01250","002",56,4151.97,6951.44,4152.88,6951.65,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",177447
"57",202104,"0409","01230","001",86,4139.77,6937.03,4140.21,6938.18,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",178118
"58",202104,"0409","01230","001",86,4139.77,6937.03,4140.21,6938.18,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",178129
"59",202104,"0409","01230","001",86,4139.77,6937.03,4140.21,6938.18,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",178133
"60",202104,"0410","01230","006",87,4128.02,6918.69,4127.07,6918.83,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",178819
"61",202104,"0410","01230","006",87,4128.02,6918.69,4127.07,6918.83,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",178824
"62",202104,"0294","01220","002",175,4210.71,6711.7,4210.68,6713.05,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",123598
"63",202104,"0294","01220","002",175,4210.71,6711.7,4210.68,6713.05,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",123597
"64",202104,"0304","01220","001",203,4202.17,6800.32,4201.92,6801.61,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",127300
"65",202104,"0410","01230","006",87,4128.02,6918.69,4127.07,6918.83,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",178825
"66",202104,"0304","01220","001",203,4202.17,6800.32,4201.92,6801.61,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",127291
"67",202104,"0295","01200","006",51,4204.71,6709.21,4204.92,6710.49,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",124161
"68",202104,"0295","01200","006",51,4204.71,6709.21,4204.92,6710.49,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",124160
"69",202104,"0294","01220","002",175,4210.71,6711.7,4210.68,6713.05,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",123593
"70",202104,"0295","01200","006",51,4204.71,6709.21,4204.92,6710.49,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",124156
"71",202104,"0299","01210","002",73,4207.01,6716.91,4207.01,6718.21,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",125405
"72",202104,"0252","01230","005",103,4130.86,6831.87,4131.48,6832.88,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",107560
"73",202104,"0252","01230","005",103,4130.86,6831.87,4131.48,6832.88,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",107556
"74",202104,"0252","01230","005",103,4130.86,6831.87,4131.48,6832.88,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",107553
"75",202104,"0251","01230","003",103,4124.42,6841.81,4125.23,6842.52,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",107198
"76",202104,"0251","01230","003",103,4124.42,6841.81,4125.23,6842.52,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",107190
"77",202104,"0304","01220","001",203,4202.17,6800.32,4201.92,6801.61,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",127299
"78",202104,"0133","01010","001",28,4015.34,7338.46,4014.56,7337.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52471
"79",202104,"0133","01010","001",28,4015.34,7338.46,4014.56,7337.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52474
"80",202104,"0133","01010","001",28,4015.34,7338.46,4014.56,7337.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52479
"81",202104,"0133","01010","001",28,4015.34,7338.46,4014.56,7337.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52481
"82",202104,"0133","01010","001",28,4015.34,7338.46,4014.56,7337.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52482
"83",202104,"0134","01010","002",33,4024.79,7320.64,4024.33,7319.51,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52609
"84",202104,"0134","01010","002",33,4024.79,7320.64,4024.33,7319.51,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52627
"85",202104,"0134","01010","002",33,4024.79,7320.64,4024.33,7319.51,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52630
"86",202104,"0134","01010","002",33,4024.79,7320.64,4024.33,7319.51,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52638
"87",202104,"0134","01010","002",33,4024.79,7320.64,4024.33,7319.51,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52640
"88",202104,"0143","01050","005",32,4055.11,7159.52,4054.45,7158.51,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",57913
"89",202104,"0143","01050","005",32,4055.11,7159.52,4054.45,7158.51,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",57918
"90",202104,"0147","01010","007",44,4031.88,7244.83,4031.35,7243.76,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60308
"91",202104,"0147","01010","007",44,4031.88,7244.83,4031.35,7243.76,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60322
"92",202104,"0147","01010","007",44,4031.88,7244.83,4031.35,7243.76,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60333
"93",202104,"0147","01010","007",44,4031.88,7244.83,4031.35,7243.76,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60336
"94",202104,"0147","01010","007",44,4031.88,7244.83,4031.35,7243.76,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60337
"95",202104,"0147","01010","007",44,4031.88,7244.83,4031.35,7243.76,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60313
"96",202104,"0147","01010","007",44,4031.88,7244.83,4031.35,7243.76,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60314
"97",202104,"0147","01010","007",44,4031.88,7244.83,4031.35,7243.76,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60315
"98",202104,"0147","01010","007",44,4031.88,7244.83,4031.35,7243.76,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60316
"99",202104,"0147","01010","007",44,4031.88,7244.83,4031.35,7243.76,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60318
"100",202104,"0148","01010","003",43,4019.07,7258.84,4018.99,7257.6,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60585
"101",202104,"0148","01010","003",43,4019.07,7258.84,4018.99,7257.6,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60587
"102",202104,"0148","01010","003",43,4019.07,7258.84,4018.99,7257.6,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60588
"103",202104,"0150","01010","006",46,4000.81,7309.59,4000.85,7308.29,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",61376
"104",202104,"0151","01020","001",74,4002.91,7328.27,4002.38,7327.18,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",62482
"105",202104,"0151","01020","001",74,4002.91,7328.27,4002.38,7327.18,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",62496
"106",202104,"0151","01020","001",74,4002.91,7328.27,4002.38,7327.18,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",62512
"107",202104,"0151","01020","001",74,4002.91,7328.27,4002.38,7327.18,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",62515
"108",202104,"0151","01020","001",74,4002.91,7328.27,4002.38,7327.18,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",62517
"109",202104,"0144","01050","003",45,4044.67,7205.76,4044.24,7204.59,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",58072
"110",202104,"0144","01050","003",45,4044.67,7205.76,4044.24,7204.59,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",58075
"111",202104,"0144","01050","003",45,4044.67,7205.76,4044.24,7204.59,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",58076
"112",202104,"0144","01050","003",45,4044.67,7205.76,4044.24,7204.59,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",58078
"113",202104,"0144","01050","003",45,4044.67,7205.76,4044.24,7204.59,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",58079
"114",202104,"0152","01010","004",51,3949.74,7309.22,3949.08,7308.23,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",62893
"115",202104,"0152","01010","004",51,3949.74,7309.22,3949.08,7308.23,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",62903
"116",202104,"0152","01010","004",51,3949.74,7309.22,3949.08,7308.23,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",62904
"117",202104,"0152","01010","004",51,3949.74,7309.22,3949.08,7308.23,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",62906
"118",202104,"0152","01010","004",51,3949.74,7309.22,3949.08,7308.23,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",62908
"119",202104,"0153","01020","005",70,3943.93,7245.68,3944.11,7246.92,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",63804
"120",202104,"0153","01020","005",70,3943.93,7245.68,3944.11,7246.92,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",63814
"121",202104,"0153","01020","005",70,3943.93,7245.68,3944.11,7246.92,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",63817
"122",202104,"0153","01020","005",70,3943.93,7245.68,3944.11,7246.92,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",63818
"123",202104,"0153","01020","005",70,3943.93,7245.68,3944.11,7246.92,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",63819
"124",202104,"0154","01020","003",81,3934.83,7236.83,3935.45,7235.85,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",63952
"125",202104,"0154","01020","003",81,3934.83,7236.83,3935.45,7235.85,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",63955
"126",202104,"0154","01020","003",81,3934.83,7236.83,3935.45,7235.85,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",63957
"127",202104,"0154","01020","003",81,3934.83,7236.83,3935.45,7235.85,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",63959
"128",202104,"0154","01020","003",81,3934.83,7236.83,3935.45,7235.85,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",63961
"129",202104,"0145","01060","005",61,4025.84,7208.95,4025.21,7207.95,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",59223
"130",202104,"0145","01060","005",61,4025.84,7208.95,4025.21,7207.95,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",59227
"131",202104,"0145","01060","005",61,4025.84,7208.95,4025.21,7207.95,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",59232
"132",202104,"0145","01060","005",61,4025.84,7208.95,4025.21,7207.95,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",59239
"133",202104,"0145","01060","005",61,4025.84,7208.95,4025.21,7207.95,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",59242
"134",202104,"0148","01010","003",43,4019.07,7258.84,4018.99,7257.6,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60580
"135",202104,"0148","01010","003",43,4019.07,7258.84,4018.99,7257.6,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",60583
"136",202104,"0181","01110","004",118,4003.9,6946.41,4004.06,6947.61,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",74951
"137",202104,"0181","01110","004",118,4003.9,6946.41,4004.06,6947.61,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",74952
"138",202104,"0181","01110","004",118,4003.9,6946.41,4004.06,6947.61,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",74954
"139",202104,"0181","01110","004",118,4003.9,6946.41,4004.06,6947.61,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",74955
"140",202104,"0181","01110","004",118,4003.9,6946.41,4004.06,6947.61,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",74950
"141",202104,"0164","01030","004",131,3946.16,7201.95,3946.16,7203.21,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",68246
"142",202104,"0164","01030","004",131,3946.16,7201.95,3946.16,7203.21,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",68288
"143",202104,"0164","01030","004",131,3946.16,7201.95,3946.16,7203.21,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",68412
"144",202104,"0164","01030","004",131,3946.16,7201.95,3946.16,7203.21,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",68427
"145",202104,"0164","01030","004",131,3946.16,7201.95,3946.16,7203.21,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",68432
"146",202104,"0192","01060","002",60,4042.91,7112.95,4043.88,7113.12,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",81684
"147",202104,"0204","01050","002",43,4116.01,7102.95,4115.43,7101.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87816
"148",202104,"0204","01050","002",43,4116.01,7102.95,4115.43,7101.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87831
"149",202104,"0204","01050","002",43,4116.01,7102.95,4115.43,7101.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87836
"150",202104,"0204","01050","002",43,4116.01,7102.95,4115.43,7101.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87838
"151",202104,"0204","01050","002",43,4116.01,7102.95,4115.43,7101.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87842
"152",202104,"0191","01060","003",67,4038.38,7102.51,4039.33,7102.85,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",80719
"153",202104,"0191","01060","003",67,4038.38,7102.51,4039.33,7102.85,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",80721
"154",202104,"0191","01060","003",67,4038.38,7102.51,4039.33,7102.85,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",80722
"155",202104,"0191","01060","003",67,4038.38,7102.51,4039.33,7102.85,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",80724
"156",202104,"0191","01060","003",67,4038.38,7102.51,4039.33,7102.85,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",80725
"157",202104,"0204","01050","002",43,4116.01,7102.95,4115.43,7101.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87903
"158",202104,"0204","01050","002",43,4116.01,7102.95,4115.43,7101.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87904
"159",202104,"0204","01050","002",43,4116.01,7102.95,4115.43,7101.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87912
"160",202104,"0204","01050","002",43,4116.01,7102.95,4115.43,7101.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87913
"161",202104,"0204","01050","002",43,4116.01,7102.95,4115.43,7101.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87914
"162",202104,"0204","01050","002",43,4116.01,7102.95,4115.43,7101.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87967
"163",202104,"0208","01090","005",51,4039.77,6936.63,4038.91,6936.03,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",89971
"164",202104,"0208","01090","005",51,4039.77,6936.63,4038.91,6936.03,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",89975
