"CRUISE6","STATION","STRATUM","TOW","AVGDEPTH","BEGLAT","BEGLON","ENDLAT","ENDLON","SPECIES","ACTION_NAME","VALUE","ORGANISM_ID"
"202202","0256","01130","010",72,4101.16,6716.12,4100.91,6714.87,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",95741
"202202","0274","01190","003",41,4126.96,6751.44,4126.82,6750.2,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",103687
"202202","0274","01190","003",41,4126.96,6751.44,4126.82,6750.2,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",103689
"202202","0274","01190","003",41,4126.96,6751.44,4126.82,6750.2,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",103690
"202202","0298","01190","007",59,4151.96,6705.52,4151.08,6706.14,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",113975
"202202","0298","01190","007",59,4151.96,6705.52,4151.08,6706.14,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",113976
"202202","0298","01190","007",59,4151.96,6705.52,4151.08,6706.14,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",113978
"202202","0275","01190","009",41,4122.92,6737.57,4122.33,6738.57,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",103800
"202202","0275","01190","009",41,4122.92,6737.57,4122.33,6738.57,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",103801
"202202","0275","01190","009",41,4122.92,6737.57,4122.33,6738.57,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",103804
"202202","0319","01200","001",49,4126.5,6806.55,4127.35,6807.24,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",125477
"202202","0319","01200","001",49,4126.5,6806.55,4127.35,6807.24,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",125485
"202202","0319","01200","001",49,4126.5,6806.55,4127.35,6807.24,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",125487
"202202","0303","01210","002",68,4204.97,6726.39,4205.44,6725.22,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",116125
"202202","0290","01220","002",168,4210.24,6714.75,4210.41,6713.42,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",109380
"202202","0290","01220","002",168,4210.24,6714.75,4210.41,6713.42,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",109384
"202202","0290","01220","002",168,4210.24,6714.75,4210.41,6713.42,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",109395
"202202","0291","01220","004",171,4211,6709.63,4211.11,6708.34,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",110059
"202202","0291","01220","004",171,4211,6709.63,4211.11,6708.34,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",110068
"202202","0291","01220","004",171,4211,6709.63,4211.11,6708.34,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",110074
"202202","0204","01230","001",67,4140.02,6942.11,4140.68,6943.08,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",73962
"202202","0204","01230","001",67,4140.02,6942.11,4140.68,6943.08,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",73968
"202202","0204","01230","001",67,4140.02,6942.11,4140.68,6943.08,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",73972
"202202","0324","01230","004",100,4112.16,6853.67,4113.04,6854.21,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",127983
"202202","0324","01230","004",100,4112.16,6853.67,4113.04,6854.21,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",127986
"202202","0324","01230","004",100,4112.16,6853.67,4113.04,6854.21,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",127987
"202202","0321","01230","005",59,4117.57,6830.5,4116.64,6830.9,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",126413
"202202","0321","01230","005",59,4117.57,6830.5,4116.64,6830.9,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",126422
"202202","0321","01230","005",59,4117.57,6830.5,4116.64,6830.9,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",126427
"202202","0317","01230","006",64,4122.03,6823.71,4121.1,6824.14,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",124957
"202202","0317","01230","006",64,4122.03,6823.71,4121.1,6824.14,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",124976
"202202","0317","01230","006",64,4122.03,6823.71,4121.1,6824.14,"Clupea harengus (Atlantic herring)","Llopiz Request - GB","Freeze for Llopiz at -80",124995
"202202","0173","01050","001",28,4108.51,7126.82,4107.83,7127.64,"Clupea harengus (Atlantic herring)","Llopiz Request - SNE","Freeze for Llopiz at -80",57533
"202202","0123","01020","001",63,3950.86,7229,3951.16,7227.84,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",42587
"202202","0123","01020","001",63,3950.86,7229,3951.16,7227.84,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",42618
"202202","0123","01020","001",63,3950.86,7229,3951.16,7227.84,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",42625
"202202","0123","01020","001",63,3950.86,7229,3951.16,7227.84,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",42628
"202202","0123","01020","001",63,3950.86,7229,3951.16,7227.84,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",42633
"202202","0150","01020","003",78,4007.56,7154.48,4006.61,7154.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",49094
"202202","0150","01020","003",78,4007.56,7154.48,4006.61,7154.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",49095
"202202","0150","01020","003",78,4007.56,7154.48,4006.61,7154.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",49096
"202202","0150","01020","003",78,4007.56,7154.48,4006.61,7154.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",49099
"202202","0150","01020","003",78,4007.56,7154.48,4006.61,7154.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",49101
"202202","0124","01020","004",69,3957.09,7224.48,3957.14,7223.23,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",43116
"202202","0124","01020","004",69,3957.09,7224.48,3957.14,7223.23,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",43130
"202202","0124","01020","004",69,3957.09,7224.48,3957.14,7223.23,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",43131
"202202","0124","01020","004",69,3957.09,7224.48,3957.14,7223.23,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",43140
"202202","0124","01020","004",69,3957.09,7224.48,3957.14,7223.23,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",43141
"202202","0122","01020","006",85,3947.83,7217.29,3948.71,7216.73,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",42026
"202202","0122","01020","006",85,3947.83,7217.29,3948.71,7216.73,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",42027
"202202","0122","01020","006",85,3947.83,7217.29,3948.71,7216.73,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",42029
"202202","0122","01020","006",85,3947.83,7217.29,3948.71,7216.73,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",42031
"202202","0122","01020","006",85,3947.83,7217.29,3948.71,7216.73,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",42032
"202202","0122","01020","006",85,3947.83,7217.29,3948.71,7216.73,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",41889
"202202","0122","01020","006",85,3947.83,7217.29,3948.71,7216.73,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",41919
"202202","0122","01020","006",85,3947.83,7217.29,3948.71,7216.73,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",41926
"202202","0122","01020","006",85,3947.83,7217.29,3948.71,7216.73,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",41927
"202202","0122","01020","006",85,3947.83,7217.29,3948.71,7216.73,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",41928
"202202","0149","01020","008",88,3958.35,7159.88,3957.5,7159.24,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",47985
"202202","0149","01020","008",88,3958.35,7159.88,3957.5,7159.24,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",47991
"202202","0149","01020","008",88,3958.35,7159.88,3957.5,7159.24,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",47992
"202202","0149","01020","008",88,3958.35,7159.88,3957.5,7159.24,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",47994
"202202","0149","01020","008",88,3958.35,7159.88,3957.5,7159.24,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",47995
"202202","0120","01030","002",121,3942.83,7211.76,3942.33,7210.68,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40854
"202202","0120","01030","002",121,3942.83,7211.76,3942.33,7210.68,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40861
"202202","0120","01030","002",121,3942.83,7211.76,3942.33,7210.68,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40864
"202202","0120","01030","002",121,3942.83,7211.76,3942.33,7210.68,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40866
"202202","0120","01030","002",121,3942.83,7211.76,3942.33,7210.68,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40871
"202202","0120","01030","002",121,3942.83,7211.76,3942.33,7210.68,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40573
"202202","0120","01030","002",121,3942.83,7211.76,3942.33,7210.68,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40574
"202202","0120","01030","002",121,3942.83,7211.76,3942.33,7210.68,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40580
"202202","0120","01030","002",121,3942.83,7211.76,3942.33,7210.68,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40581
